Date,HSBC,China Mobile,CLP Holdings,China Construction Bank,Haier Smart Home,Xiaomi Corporation
2022-06-27,51.79999923706055,48.849998474121094,65.55000305175781,5.610000133514404,28.649999618530273,13.739999771118164
2022-06-28,52.04999923706055,48.95000076293945,66.0999984741211,5.690000057220459,28.850000381469727,14.220000267028809
2022-06-29,51.900001525878906,48.900001525878906,65.44999694824219,5.21999979019165,28.649999618530273,13.800000190734863
2022-06-30,51.650001525878906,49.0,65.0999984741211,5.269999980926514,29.049999237060547,13.640000343322754
2022-07-04,51.25,48.900001525878906,65.4000015258789,5.239999771118164,28.299999237060547,13.84000015258789
2022-07-05,50.900001525878906,48.900001525878906,65.94999694824219,5.269999980926514,28.200000762939453,13.359999656677246
2022-07-06,49.099998474121094,48.849998474121094,65.5999984741211,5.190000057220459,28.149999618530273,13.180000305175781
2022-07-07,49.650001525878906,49.04999923706055,65.94999694824219,5.210000038146973,28.100000381469727,13.420000076293945
2022-07-08,49.79999923706055,48.900001525878906,66.30000305175781,5.190000057220459,27.75,13.460000038146973
2022-07-11,49.0,49.20000076293945,65.80000305175781,5.170000076293945,27.799999237060547,12.880000114440918
2022-07-12,49.04999923706055,49.54999923706055,66.30000305175781,5.119999885559082,27.299999237060547,12.680000305175781
2022-07-13,49.099998474121094,49.54999923706055,66.9000015258789,5.059999942779541,27.149999618530273,12.800000190734863
2022-07-14,49.0,49.25,65.94999694824219,4.989999771118164,26.0,12.779999732971191
2022-07-15,47.70000076293945,48.95000076293945,66.0,4.900000095367432,25.200000762939453,12.460000038146973
2022-07-18,49.150001525878906,49.900001525878906,66.9000015258789,5.050000190734863,25.799999237060547,13.15999984741211
2022-07-19,48.79999923706055,50.150001525878906,66.25,5.010000228881836,25.5,12.920000076293945
2022-07-20,49.25,50.5,66.25,5.03000020980835,25.850000381469727,12.9399995803833
2022-07-21,48.20000076293945,50.04999923706055,65.8499984741211,4.940000057220459,25.649999618530273,13.0
2022-07-22,48.599998474121094,49.900001525878906,65.69999694824219,4.96999979019165,25.799999237060547,12.960000038146973
2022-07-25,48.849998474121094,49.79999923706055,65.8499984741211,5.010000228881836,25.649999618530273,12.84000015258789
2022-07-26,50.099998474121094,49.849998474121094,65.55000305175781,5.019999980926514,26.0,12.920000076293945
2022-07-27,49.900001525878906,49.599998474121094,66.1500015258789,5.019999980926514,26.049999237060547,12.699999809265137
2022-07-28,49.599998474121094,49.25,66.05000305175781,5.010000228881836,25.950000762939453,13.0
2022-07-29,49.400001525878906,49.650001525878906,66.5,5.010000228881836,25.100000381469727,12.34000015258789
2022-08-01,51.849998474121094,49.95000076293945,65.9000015258789,5.0,24.850000381469727,12.140000343322754
2022-08-02,51.0,49.20000076293945,65.75,4.900000095367432,24.0,11.619999885559082
2022-08-03,51.0,49.25,65.3499984741211,4.829999923706055,23.799999237060547,11.600000381469727
2022-08-04,51.599998474121094,50.400001525878906,65.5999984741211,4.860000133514404,23.5,12.119999885559082
2022-08-05,51.099998474121094,50.849998474121094,65.5999984741211,4.889999866485596,23.600000381469727,12.220000267028809
2022-08-08,51.79999923706055,50.900001525878906,65.94999694824219,4.929999828338623,23.700000762939453,11.779999732971191
2022-08-09,52.099998474121094,51.20000076293945,65.75,4.940000057220459,23.649999618530273,11.760000228881836
2022-08-10,51.95000076293945,51.79999923706055,66.5,4.869999885559082,23.100000381469727,11.520000457763672
2022-08-11,52.5,51.75,66.80000305175781,4.940000057220459,23.799999237060547,12.0600004196167
2022-08-12,52.599998474121094,52.5,67.4000015258789,4.96999979019165,24.049999237060547,12.140000343322754
2022-08-15,52.20000076293945,52.400001525878906,67.6500015258789,4.940000057220459,23.5,12.119999885559082
2022-08-16,51.849998474121094,52.0,67.55000305175781,4.900000095367432,23.399999618530273,11.680000305175781
2022-08-17,51.95000076293945,52.5,68.5,4.909999847412109,24.149999618530273,11.680000305175781
2022-08-18,50.45000076293945,52.25,69.5,4.880000114440918,23.5,11.640000343322754
2022-08-19,50.349998474121094,52.599998474121094,69.3499984741211,4.909999847412109,23.850000381469727,11.65999984741211
2022-08-22,49.29999923706055,52.900001525878906,69.25,4.900000095367432,23.649999618530273,11.279999732971191
2022-08-23,49.04999923706055,52.45000076293945,68.19999694824219,4.840000152587891,23.5,11.180000305175781
2022-08-24,48.54999923706055,52.099998474121094,68.05000305175781,4.809999942779541,23.350000381469727,11.020000457763672
2022-08-25,49.04999923706055,52.45000076293945,68.0,4.869999885559082,24.450000762939453,11.420000076293945
2022-08-26,49.099998474121094,52.599998474121094,68.0999984741211,4.889999866485596,24.200000762939453,11.779999732971191
2022-08-29,48.75,52.45000076293945,67.75,4.860000133514404,23.799999237060547,11.399999618530273
2022-08-30,49.150001525878906,52.5,67.44999694824219,4.849999904632568,25.049999237060547,11.34000015258789
2022-08-31,48.599998474121094,52.599998474121094,67.69999694824219,4.869999885559082,25.799999237060547,11.5600004196167
2022-09-01,48.25,52.099998474121094,66.1500015258789,4.829999923706055,26.200000762939453,11.380000114440918
2022-09-02,48.099998474121094,51.849998474121094,65.94999694824219,4.809999942779541,25.5,11.15999984741211
2022-09-05,47.79999923706055,51.95000076293945,65.69999694824219,4.769999980926514,24.75,10.859999656677246
2022-09-06,48.79999923706055,49.95000076293945,65.3499984741211,4.75,24.850000381469727,10.9399995803833
2022-09-07,47.79999923706055,49.900001525878906,65.55000305175781,4.730000019073486,25.25,10.800000190734863
2022-09-08,47.599998474121094,50.0,65.55000305175781,4.690000057220459,25.450000762939453,10.5600004196167
2022-09-09,48.04999923706055,51.29999923706055,65.5999984741211,4.800000190734863,25.950000762939453,10.800000190734863
2022-09-13,48.849998474121094,52.0,66.1500015258789,4.78000020980835,25.850000381469727,10.800000190734863
2022-09-14,47.599998474121094,51.650001525878906,65.0,4.699999809265137,25.899999618530273,10.4399995803833
2022-09-15,47.400001525878906,51.54999923706055,65.3499984741211,4.690000057220459,26.100000381469727,10.420000076293945
2022-09-16,47.599998474121094,51.5,65.80000305175781,4.679999828338623,25.399999618530273,10.239999771118164
2022-09-19,47.70000076293945,51.45000076293945,65.80000305175781,4.699999809265137,25.5,10.020000457763672
2022-09-20,48.349998474121094,51.29999923706055,65.8499984741211,4.710000038146973,25.600000381469727,10.039999961853027
2022-09-21,47.400001525878906,50.95000076293945,65.4000015258789,4.670000076293945,24.799999237060547,9.75
2022-09-22,45.70000076293945,51.099998474121094,64.5,4.650000095367432,24.350000381469727,9.680000305175781
2022-09-23,45.70000076293945,51.79999923706055,64.0999984741211,4.670000076293945,23.549999237060547,9.460000038146973
2022-09-26,42.25,51.45000076293945,63.04999923706055,4.599999904632568,24.399999618530273,9.670000076293945
2022-09-27,42.45000076293945,51.20000076293945,61.599998474121094,4.559999942779541,24.5,9.6899995803833
2022-09-28,40.0,50.099998474121094,58.400001525878906,4.449999809265137,24.399999618530273,9.329999923706055
2022-09-29,40.400001525878906,49.900001525878906,59.04999923706055,4.409999847412109,24.049999237060547,8.880000114440918
